Event ID,Event Name,Event Size,Campus,Number of Weeks,Weeks,Week List,Room,Building,Timeslot,Duration (minutes),Assigned_RoomID,Assigned_Room_Number,Assigned_Campus,Assigned_Building,Assigned_Capacity,Assigned_Room_Type,Campus_Changed,Capacity_Utilization,Overcapacity
E:3UNBYEYBRU,Introduction to Corporate Finance - Tutorial/07,12.0,Central,4,"11, 13, 16, 18","[11, 13, 16, 18]",0335_03_3.4,Lister Learning and Teaching Centre,Thursday 11:00,110,0227_03_3.14,3.14,Central,50 George Square,15,Boardroom Style,False,80.0,False
E:PC6997ADHL,Sustainability in Context - Lecture,65.0,Central,5,"9, 10, 11, 12, 13","[9, 10, 11, 12, 13]",0226_-1_LG.14,Business School,Thursday 14:00,110,0103_01_1.B09,1.B09,Central,Forresthill,16,Boardroom Style,False,406.25,True
E:XP71I543L9,Accountancy 1A - Tutorial/17,12.0,Central,9,"10, 11, 12, 13, 15, 16, 17, 18, 19","[10, 11, 12, 13, 15, 16, 17, 18, 19]",0113_00_G.09,"Medical School, Teviot",Tuesday 15:00,50,0226_-1_LG.11,LG.11,Central,Business School,66,Specialist Room,False,18.18,False
E:7RCVGWI3LX,Accounting for Business 1 - Tutorial/19,16.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0252_01_1.2,22 Buccleuch Place,Thursday 11:00,50,0001_01_1.264,1.264,Central,Old College,150,Lecture Theatre,False,10.67,False
E:TUS2PQRJ67,Business Economics - Tutorial/08,17.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0003_00_G.02,7-8 Chambers Street,Tuesday 10:00,50,0219_00_G.02,G.02,Central,21 George Square,24,Classroom Style,False,70.83,False
E:GTQ9JXSKCK,Business Economics - Tutorial/02,16.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0252_01_1.2,22 Buccleuch Place,Monday 13:00,50,0228_11_11.10,11.10,Central,40 George Square,36,Classroom Style,False,44.44,False
E:DY67HENEHH,Decision Analytics - Tutorial/01,20.0,Central,4,"10, 12, 16, 18","[10, 12, 16, 18]",0201_00_G.05,Appleton Tower,Friday 12:00,50,0227_03_3.03,3.03,Central,50 George Square,18,Boardroom Style,False,111.11,True
E:5JS9U33ATP,Advanced Financial Accounting - Tutorial/01,25.0,Central,4,"11, 12, 15, 18","[11, 12, 15, 18]",0226_-1_LG.14,Business School,Wednesday 13:00,50,0001_01_1.266,1.266,Central,Old College,24,Boardroom Style,False,104.17,True
E:K5HY62WBKK,Strategic Management - Tutorial/02,30.0,Central,6,"12, 13, 15, 16, 17, 18","[12, 13, 15, 16, 17, 18]",0226_01_1.07,Business School,Tuesday 15:00,50,0553_04_422,422,Holyrood,St Johns Land,25,Boardroom Style,True,120.0,True
E:3K9PJUCKQA,Foundations of Econometrics - Lecture,10.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0226_-1_LG.11,Business School,Friday 15:00,110,0591_-1_B1.01,B1.01,Holyrood,Outreach Centre,16,Boardroom Style,True,62.5,False
E:RVA4MPVQV1,Planning for a start-up - Tutorial/07,25.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0226_01_1.07,Business School,Friday 13:00,110,0227_03_3.30,3.30,Central,50 George Square,10,Boardroom Style,False,250.0,True
E:OC1QURKK3A,Accountancy 1A - Tutorial/08,17.0,Central,9,"10, 11, 12, 13, 15, 16, 17, 18, 19","[10, 11, 12, 13, 15, 16, 17, 18, 19]",0335_00_G.12,Lister Learning and Teaching Centre,Thursday 12:00,50,0450_02_2.63,2.63,Central,Edinburgh Futures Institute (EFI),8,Specialist Room,False,212.5,True
E:GJRI8KICTK,International Business: Globalisation and Trade 2A - Tutorial/01,15.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0252_01_1.2,22 Buccleuch Place,Tuesday 14:00,50,0450_02_2.35,2.35,Central,Edinburgh Futures Institute (EFI),128,Classroom Style,False,11.72,False
E:VLMR7J6V6M,Introduction to Corporate Finance - Tutorial/05,12.0,Central,4,"11, 13, 16, 18","[11, 13, 16, 18]",0003_01_1.05,7-8 Chambers Street,Wednesday 13:00,110,0227_00_G.04,G.04,Central,50 George Square,100,Lecture Theatre,False,12.0,False
E:HPFBN1MB8L,Marketing Management - Lecture,80.0,Central,4,"15, 16, 18, 19","[15, 16, 18, 19]",0001_00_G.159,Old College,Tuesday 12:00,110,0113_01M_01M.27,01M.27,Central,"Medical School, Teviot",12,Boardroom Style,False,666.67,True
E:1MXQMB99QX,Statistics For Finance - Tutorial/06,24.0,Central,7,"11, 12, 13, 15, 16, 17, 18","[11, 12, 13, 15, 16, 17, 18]",0226_-1_LG.18,Business School,Thursday 10:00,50,0551_00_G30,G30,Holyrood,Patersons Land,10,Classroom Style,True,240.0,True
E:A9OL7TYFHW,Financial Services Marketing - Lecture,65.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0226_-1_LG.11,Business School,Wednesday 10:00,50,0335_00_G.09,G.09,Central,Lister Learning and Teaching Centre,32,Classroom Style,False,203.12,True
E:C7RJBCI3TN,Essentials of Econometrics - Optional Helpdesk/03,20.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0003_00_G.01,7-8 Chambers Street,Wednesday 16:00,50,0113_01M_01M.20,01M.20,Central,"Medical School, Teviot",12,Boardroom Style,False,166.67,True
E:8XDLF5ZN2C,Eco-Innovation for a Circular Economy - Seminar/03,21.0,Central,6,"11, 12, 13, 15, 17, 18","[11, 12, 13, 15, 17, 18]",0003_01_1.03,7-8 Chambers Street,Tuesday 11:00,110,0401_01_AssemblyHall,AssemblyHall,New College,New College,320,Lecture Theatre,True,6.56,False
E:1PLGONRXU8,Eco-Innovation for a Circular Economy - Seminar/01,23.0,Central,7,"11, 12, 13, 15, 16, 17, 18","[11, 12, 13, 15, 16, 17, 18]",0226_01_1.07,Business School,Monday 09:00,110,0001_01_1.267,1.267,Central,Old College,26,Boardroom Style,False,88.46,False
E:4ML7P8PA58,Planning for a start-up - Lecture,200.0,Central,2,"9, 10","[9, 10]",0113_00_G.152,"Medical School, Teviot",Friday 15:00,110,0001_01_1.275,1.275,Central,Old College,30,Boardroom Style,False,666.67,True
E:8TDBN759QY,Planning for a start-up - Tutorial/02,25.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0226_01_1.07,Business School,Wednesday 13:00,110,0551_00_G36A,G36A,Holyrood,Patersons Land,12,Classroom Style,True,208.33,True
E:89NDT5X2DC,Corporate Finance - Lecture,90.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0226_00_GF.14,Business School,Wednesday 11:00,110,0113_00_G.202B,G.202B,Central,"Medical School, Teviot",12,Boardroom Style,False,750.0,True
E:ZSLLAGE28C,Business and Sustainability - Seminar/01,30.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0226_01_1.07,Business School,Wednesday 09:00,110,0551_-1_LG48,LG48,Holyrood,Patersons Land,20,Boardroom Style,True,150.0,True
E:SXA8ROPR2P,Accounting for Business 1 - Tutorial/01,16.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0252_01_1.2,22 Buccleuch Place,Tuesday 09:00,50,0001_00_G.158,G.158,Central,Old College,30,Boardroom Style,False,53.33,False
E:KPKAJ6HI1U,Statistics For Finance - Tutorial/01,24.0,Central,7,"11, 12, 13, 15, 16, 17, 18","[11, 12, 13, 15, 16, 17, 18]",0228_-1_LG.10,40 George Square Lower Teaching Hub,Monday 16:00,50,0113_01M_01M.469,01M.469,Central,"Medical School, Teviot",40,Classroom Style,False,60.0,False
E:ALYDIY73KJ,Principles of Finance - Tutorial/10,16.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0201_00_G.05,Appleton Tower,Thursday 17:00,50,0103_01_1.B04,1.B04,Central,Forresthill,20,Classroom Style,False,80.0,False
E:N8S2S5TQTB,Accountancy 1A - Tutorial/10,17.0,Central,9,"10, 11, 12, 13, 15, 16, 17, 18, 19","[10, 11, 12, 13, 15, 16, 17, 18, 19]",0335_01_1.2,Lister Learning and Teaching Centre,Monday 15:00,50,0003_01_1.03,1.03,Central,7-8 Chambers Street,24,Classroom Style,False,70.83,False
E:WJ8SGSTVP3,Carbon Pricing - Seminar/01,33.0,Central,5,"15, 16, 17, 18, 19","[15, 16, 17, 18, 19]",0226_-1_LG.14,Business School,Tuesday 11:00,80,0008_00_G.252,G.252,Central,Minto House,16,Boardroom Style,False,206.25,True
E:E7IZ6QLZJ9,Accounting for Business 1 - Tutorial/22,16.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0103_01_1.B15,Forresthill,Thursday 14:00,50,0300_00_NG.01,NG.01,Central,High School Yards Teaching Centre,36,Classroom Style,False,44.44,False
E:KTC7N92TJQ,Taxation Practices - Tutorial/05,16.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0201_00_G.05,Appleton Tower,Wednesday 13:00,50,0591_-1_B1.01,B1.01,Holyrood,Outreach Centre,16,Boardroom Style,True,100.0,False
E:92MBUXEH27,Financial Services Marketing - Q&A Session,65.0,Central,2,"11, 15","[11, 15]",0226_-1_LG.11,Business School,Thursday 15:00,50,0227_00_G.03,G.03,Central,50 George Square,255,Lecture Theatre,False,25.49,False
E:WFIQFOPFWB,Accountancy 2A - Tutorial/05,13.0,Central,9,"10, 11, 12, 13, 15, 16, 17, 18, 19","[10, 11, 12, 13, 15, 16, 17, 18, 19]",0201_00_G.05,Appleton Tower,Tuesday 17:00,50,0311_02_2.01,2.01,Central,Geography (Old Infirmary),22,Boardroom Style,False,59.09,False
E:W1X8YKSSSF,Entrepreneurial Finance - Seminar,45.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0226_-1_LG.10,Business School,Thursday 09:00,170,0558_05_5.11,5.11,Holyrood,Charteris Land,35,Classroom Style,True,128.57,True
E:6MTPFEEJQH,Auditing - Lecture,100.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0450_02_2.35,Edinburgh Futures Institute (EFI),Thursday 09:00,110,0228_06_6.11,6.11,Central,40 George Square,24,Classroom Style,False,416.67,True
E:YIQETXFD2B,Accounting for Business 1 - Tutorial/23,16.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0201_02_2.06,Appleton Tower,Thursday 15:00,50,0227_00_G.04,G.04,Central,50 George Square,100,Lecture Theatre,False,16.0,False
E:NF3THLJ7CJ,Accounting for Business 1 - Tutorial/04,16.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0008_02_2.365,Minto House,Tuesday 13:00,50,0551_01_1.37,1.37,Holyrood,Patersons Land,35,Classroom Style,True,45.71,False
E:53YYSVXW4L,Business Research Methods I: Introduction to Data Analysis - Tutorial/04,19.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0201_00_G.05,Appleton Tower,Wednesday 14:00,50,0551_00_G43,G43,Holyrood,Patersons Land,59,Classroom Style,True,32.2,False
E:GTCQMQGTH5,Accountancy 1A - Tutorial/07,17.0,Central,9,"10, 11, 12, 13, 15, 16, 17, 18, 19","[10, 11, 12, 13, 15, 16, 17, 18, 19]",0311_02_2.01,Geography (Old Infirmary),Thursday 11:00,50,0113_01M_01M.19,01M.19,Central,"Medical School, Teviot",14,Classroom Style,False,121.43,True
E:91FBLBRAGL,Psychological Well-being and Business - Tutorial/03,19.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0003_01_1.04,7-8 Chambers Street,Tuesday 09:00,110,0551_-1M_M14,M14,Holyrood,Patersons Land,16,Boardroom Style,True,118.75,True
E:WPYZNQKRPC,International Business: Globalisation and Trade 2A - Lecture,200.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0113_00_G.152,"Medical School, Teviot",Friday 13:00,50,0003_00_G.02,G.02,Central,7-8 Chambers Street,24,Classroom Style,False,833.33,True
E:SLDCDFKNTJ,Digital Marketing - Lecture,85.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0228_-1_LG.09,40 George Square Lower Teaching Hub,Friday 11:00,110,0226_-1_LG.18,LG.18,Central,Business School,66,Specialist Room,False,128.79,True
E:O4QT7MY64X,Principles of Finance - Tutorial/11,16.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0201_00_G.05,Appleton Tower,Tuesday 13:00,50,0422_J_J.03,J.03,Central,"Medical School, Teviot",60,Classroom Style,False,26.67,False
E:8T4K5KJT5T,Accounting Information for Decision-Making - Lecture,55.0,Central,5,"9, 10, 11, 12, 13","[9, 10, 11, 12, 13]",0226_-1_LG.18,Business School,Monday 09:00,90,0564_03_3.24,3.24,Holyrood,St Leonards Land,40,Classroom Style,True,137.5,True
E:WT6NF3M9GX,Python Programming - Lecture,60.0,Central,5,"9, 11, 13, 15, 17","[9, 11, 13, 15, 17]",0131_04_4.07,13-15 South College Street,Wednesday 14:00,110,0214_00_G.22,G.22,Central,16-20 George Square,18,Classroom Style,False,333.33,True
E:HT64J6HLC8,Taxation Practices - Tutorial/03,16.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0201_00_G.05,Appleton Tower,Wednesday 11:00,50,0228_02_2.18,2.18,Central,40 George Square,12,Boardroom Style,False,133.33,True
E:6KKE3OE22X,Global Challenges for Business - Tutorial/14,18.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0103_01_1.B04,Forresthill,Thursday 16:00,50,0254_01_1.06,1.06,Central,24 Buccleuch Place,12,Boardroom Style,False,150.0,True
E:YTE2AF1QCB,Accounting for Business 1 - Tutorial/21,16.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0008_02_2.365,Minto House,Thursday 13:00,50,0551_00_G42,G42,Holyrood,Patersons Land,55,Classroom Style,True,29.09,False
E:OM5QMLCP5L,Reward Management - Lecture/HRM,57.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0226_-1_LG.11,Business School,Thursday 11:00,110,0103_01_1.B10,1.B10,Central,Forresthill,20,Classroom Style,False,285.0,True
E:2R9X93RYPV,Essentials of Econometrics - Optional Helpdesk/02,20.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0103_01_1.B10,Forresthill,Tuesday 13:00,50,0551_00_G28,G28,Holyrood,Patersons Land,12,Classroom Style,True,166.67,True
E:4NL42319AD,Decision Analytics - Lecture,60.0,Central,4,"9, 11, 15, 17","[9, 11, 15, 17]",0226_-1_LG.19,Business School,Wednesday 12:00,50,0113_01M_01M.27,01M.27,Central,"Medical School, Teviot",12,Boardroom Style,False,500.0,True
E:8IT7PWRH6H,Global Challenges for Business - Tutorial/07,18.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0003_01_1.04,7-8 Chambers Street,Friday 10:00,50,0335_00_G.09,G.09,Central,Lister Learning and Teaching Centre,32,Classroom Style,False,56.25,False
E:XBWFWMA1FM,International Business: Globalisation and Trade 2A - Tutorial/08,15.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0311_04_4.09,Geography (Old Infirmary),Thursday 11:00,50,0228_03_3.01,3.01,Central,40 George Square,24,Classroom Style,False,62.5,False
E:O6GFPLM8UL,Marketing - Tutorial/13,14.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0335_02_2.18,Lister Learning and Teaching Centre,Thursday 10:00,50,0227_00_G.01,G.01,Central,50 George Square,30,Classroom Style,False,46.67,False
E:6U3QPH7LH8,Organisational Behaviour 2 - Tutorial/02,15.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0228_11_11.11,40 George Square,Monday 10:00,50,0551_-1M_M16,M16,Holyrood,Patersons Land,14,Boardroom Style,True,107.14,True
E:DBMOJGZSUZ,Marketing - Lecture,234.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0229_01_1.B,40 George Square Lecture Theatres,Wednesday 16:00,50,0001_01_1.264,1.264,Central,Old College,150,Lecture Theatre,False,156.0,True
E:3W56CEFLRU,Behavioural Finance and Market Efficiency - Tutorial/01,34.0,Central,6,"11, 12, 13, 16, 17, 18","[11, 12, 13, 16, 17, 18]",0226_-1_LG.10,Business School,Tuesday 12:00,50,0564_03_3.15,3.15,Holyrood,St Leonards Land,24,Classroom Style,True,141.67,True
E:FDJ9QYAVLT,Accounting for Business 1 - Tutorial/24,16.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0008_02_2.365,Minto House,Thursday 16:00,50,0227_00_G.02,G.02,Central,50 George Square,36,Classroom Style,False,44.44,False
E:SBNMTQ1G67,Business Research Methods I: Introduction to Data Analysis - Tutorial/02,19.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0103_01_1.B10,Forresthill,Tuesday 16:00,50,0201_01_1.05,1.05,Central,Appleton Tower,20,Boardroom Style,False,95.0,False
E:3F6VSVEDU4,Accountancy 2A - Tutorial/03,14.0,Central,9,"10, 11, 12, 13, 15, 16, 17, 18, 19","[10, 11, 12, 13, 15, 16, 17, 18, 19]",0201_00_G.05,Appleton Tower,Monday 16:00,50,0226_01_1.07,1.07,Central,Business School,48,Specialist Room,False,29.17,False
E:N21NUL9VOR,Financial Statement Analysis and Valuation - Lecture,68.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0226_-1_LG.14,Business School,Monday 09:00,110,0001_01_1.264,1.264,Central,Old College,150,Lecture Theatre,False,45.33,False
E:B922FID7RD,Accountancy 1A - Q&A Session (Optional),12.0,Central,9,"10, 11, 12, 13, 15, 16, 17, 18, 19","[10, 11, 12, 13, 15, 16, 17, 18, 19]",0252_01_1.2,22 Buccleuch Place,Monday 10:00,50,0003_01_1.03,1.03,Central,7-8 Chambers Street,24,Classroom Style,False,50.0,False
E:IHJ4VH251V,Digital Innovation Management - Lecture,25.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0226_01_1.07,Business School,Thursday 09:00,50,0254_01_1.08,1.08,Central,24 Buccleuch Place,16,Boardroom Style,False,156.25,True
E:PB5KXBTZPO,Principles of Marketing Management - Lecture,85.0,Central,5,"9, 10, 11, 12, 13","[9, 10, 11, 12, 13]",0226_00_GF.14,Business School,Tuesday 10:00,120,0209_02_2.37,2.37,Central,7 George Square,30,Classroom Style,False,283.33,True
E:BQ1YRBY6MQ,International Business: Globalisation and Trade 2A - Tutorial/05,15.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0252_01_1.2,22 Buccleuch Place,Wednesday 14:00,50,0450_01_1.62,1.62,Central,Edinburgh Futures Institute (EFI),12,Specialist Room,False,125.0,True
E:9R296S9FCK,Decision Analytics - Tutorial/03,20.0,Central,4,"10, 12, 16, 18","[10, 12, 16, 18]",0201_00_G.05,Appleton Tower,Friday 14:00,50,0335_05_5.1,5.1,Central,Lister Learning and Teaching Centre,25,Classroom Style,False,80.0,False
E:5KGW67LFGX,Essentials of Econometrics - Optional Helpdesk/04,20.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0001_01_1.266,Old College,Thursday 11:00,50,0008_-1_B.153,B.153,Central,Minto House,15,Boardroom Style,False,133.33,True
E:YEYGNYT4VV,Foundations of Finance Theory - Lecture,45.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0226_-1_LG.14,Business School,Tuesday 09:00,110,0001_02_2.345,2.345,Central,Old College,16,Boardroom Style,False,281.25,True
E:3LL7US3EZV,Accountancy 1A - Tutorial/13,17.0,Central,9,"10, 11, 12, 13, 15, 16, 17, 18, 19","[10, 11, 12, 13, 15, 16, 17, 18, 19]",0335_02_2.2,Lister Learning and Teaching Centre,Thursday 15:00,50,0227_02_2.14,2.14,Central,50 George Square,15,Boardroom Style,False,113.33,True
E:D8LR413T5D,Introduction to Risk Management in Banks - Seminar,35.0,Central,3,"17, 18, 19","[17, 18, 19]",0226_-1_LG.14,Business School,Friday 11:00,50,0003_01_1.02,1.02,Central,7-8 Chambers Street,24,Classroom Style,False,145.83,True
E:IY5B1GEGLS,Accounting for Business 2 - Tutorial/02,25.0,Central,4,"10, 11, 12, 13","[10, 11, 12, 13]",0226_-1_LG.18,Business School,Wednesday 13:00,50,0113_01_1.425,1.425,Central,"Medical School, Teviot",260,Lecture Theatre,False,9.62,False
E:H58FOEWHHN,Accounting for Business 1 - Tutorial/10,16.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0252_01_1.2,22 Buccleuch Place,Wednesday 11:00,50,0008_02_2.365,2.365,Central,Minto House,16,Boardroom Style,False,100.0,False
E:HE5R3QAHII,Corporate Responsibility - Lecture,147.0,Central,5,"9, 10, 11, 12, 13","[9, 10, 11, 12, 13]",0226_00_GF.14,Business School,Monday 13:00,50,0254_01_1.07,1.07,Central,24 Buccleuch Place,12,Boardroom Style,False,1225.0,True
E:RYX2OEOG2E,International Business: Globalisation and Trade 2A - Tutorial/02,15.0,Central,8,"11, 12, 13, 15, 16, 17, 18, 19","[11, 12, 13, 15, 16, 17, 18, 19]",0252_01_1.2,22 Buccleuch Place,Tuesday 15:00,50,0209_02_2.01,2.01,Central,7 George Square,70,Classroom Style,False,21.43,False
E:7QYBSY2HCY,Corporate Reporting Analysis - Lecture,40.0,Central,5,"9, 10, 11, 12, 13","[9, 10, 11, 12, 13]",0226_00_GF.14,Business School,Monday 09:00,110,0228_08_8.16,8.16,Central,40 George Square,15,Boardroom Style,False,266.67,True
E:SJ99BFRVK6,Psychological Well-being and Business - Lecture,200.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0229_01_1.C,40 George Square Lecture Theatres,Tuesday 13:00,50,0335_01_1.1,1.1,Central,Lister Learning and Teaching Centre,25,Classroom Style,False,800.0,True
E:8IXVZ44MDV,Business and Sustainability - Lecture,100.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0226_00_GF.14,Business School,Tuesday 09:00,50,0227_02_2.13,2.13,Central,50 George Square,10,Boardroom Style,False,1000.0,True
E:WZ68ESBPTB,Climate Policy and Investment - Seminar,33.0,Central,5,"9, 10, 11, 12, 13","[9, 10, 11, 12, 13]",0226_-1_LG.18,Business School,Thursday 16:00,120,0103_01_1.B10,1.B10,Central,Forresthill,20,Classroom Style,False,165.0,True
E:15MNFJOF3A,Introduction to Corporate Finance - Tutorial/06,12.0,Central,4,"11, 13, 16, 18","[11, 13, 16, 18]",0001_01_1.270,Old College,Thursday 09:00,110,0558_02_2.3,2.3,Holyrood,Charteris Land,52,Classroom Style,True,23.08,False
E:O3MNQTMIND,Principles of Data Analytics - Computer Workshop/04,25.0,Central,4,"10, 11, 12, 13","[10, 11, 12, 13]",0228_04_4.18,40 George Square,Friday 16:00,50,0254_01_1.01,1.01,Central,24 Buccleuch Place,8,Boardroom Style,False,312.5,True
