Event ID,Event Name,Event Size,Campus,Number of Weeks,Weeks,Week List,Room,Building,Timeslot,Duration (minutes),Assigned_RoomID,Assigned_Room_Number,Assigned_Campus,Assigned_Building,Assigned_Capacity,Assigned_Room_Type,Campus_Changed,Capacity_Utilization,Overcapacity
E:KWUUEX3AUP,Chinese 3 (S1) - NPCR/01,30.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0228_-1_LG.10,40 George Square Lower Teaching Hub,Tuesday 10:00,50,0450_01_1.63,1.63,Central,Edinburgh Futures Institute (EFI),8,Specialist Room,False,375.0,True
E:TPF5B88ACW,Japanese Language Pre-Intermediate (S1) - Oral Tutorial/02,15.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_02_2.39,50 George Square,Wednesday 13:00,50,0335_02_2.4,2.4,Central,Lister Learning and Teaching Centre,16,Classroom Style,False,93.75,False
E:7T2FUGGX6K,Dutch for Beginners (S1) - Seminar 2,18.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0003_01_1.04,7-8 Chambers Street,Wednesday 09:00,110,0003_00_G.03,G.03,Central,7-8 Chambers Street,18,Classroom Style,False,100.0,False
E:AXR1K29FS2,German Language Paper 1 (S1) - Seminar/02,14.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_02_2.14,50 George Square,Monday 13:00,50,0335_04_4.1,4.1,Central,Lister Learning and Teaching Centre,30,Classroom Style,False,46.67,False
E:FFCTCJC5HS,Modern Middle Eastern History A: Domestic Transformation and International Challenges - Tutorial/05,15.0,Central,4,"10, 11, 12, 13","[10, 11, 12, 13]",0227_03_3.29,50 George Square,Thursday 17:00,50,0001_01_1.264,1.264,Central,Old College,150,Lecture Theatre,False,10.0,False
E:1LZA9BQI7U-00010,From Two Person to Three Person to the Group - PPG/5,10.0,Holyrood,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0591_-1_B1.09,Outreach Centre,Thursday 16:30,90,0201_00_G.08,G.08,Central,Appleton Tower,193,Lecture Theatre,True,5.18,False
E:SJ5LFAQZET,Islamic History A: The Formation of the Islamic World - Tutorial/ 05,15.0,Central,9,"10, 11, 12, 13, 15, 16, 17, 18, 19","[10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_03_3.03,50 George Square,Thursday 11:00,50,0551_00_G32,G32,Holyrood,Patersons Land,12,Classroom Style,True,125.0,True
E:HB16HI6BT3,Global Modernisms - Seminar/01,15.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0214_01_1.10,16-20 George Square,Monday 09:00,110,0335_00_G.10,G.10,Central,Lister Learning and Teaching Centre,32,Classroom Style,False,46.88,False
E:9UM2LXUY2E,Scandinavian Civilisation A - Seminar,45.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_00_G.06,50 George Square,Tuesday 12:00,50,0113_01M_01M.19,01M.19,Central,"Medical School, Teviot",14,Classroom Style,False,321.43,True
E:LH6GP5VZT5,French 2 Literature and Culture (S1) - Tutorial/10,20.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0103_01_1.B04,Forresthill,Thursday 12:00,50,0003_01_1.04,1.04,Central,7-8 Chambers Street,19,Classroom Style,False,105.26,True
E:THY8F26EEV,Creative Writing Core Course 1 - Workshop/02,10.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0227_02_2.13,50 George Square,Tuesday 09:00,110,0558_04_4.02,4.02,Holyrood,Charteris Land,24,Classroom Style,True,41.67,False
E:O6YZFHN3F6,Literary Studies 2A - Tutorial/03,15.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0227_00_G.04,50 George Square,Tuesday 17:00,50,0001_01_1.270,1.270,Central,Old College,16,Boardroom Style,False,93.75,False
E:HO2WP3XFY3,Japanese Language Beginner - Conversation and Grammar/02,15.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_03_3.29,50 George Square,Monday 09:00,110,0112_00_G.02,G.02,Central,Chrystal MacMillan Building,55,Classroom Style,False,27.27,False
E:CPKG4H5QZB,Oral for French (S1) - Tutorial/15,12.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0228_07_7.18,40 George Square,Friday 14:00,50,0201_02_2.05,2.05,Central,Appleton Tower,24,Classroom Style,False,50.0,False
E:IP4DK5N9OF,Chinese 2 (S1) - NPCR 3/03,20.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0003_01_1.03,7-8 Chambers Street,Thursday 10:00,50,0228_11_11.18,11.18,Central,40 George Square,24,Classroom Style,False,83.33,False
E:TL3BWH2DKM,Gaelic 1B/2A/2B - Topics in Gaelic Culture (S1) - Tutorial,25.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0228_11_11.18,40 George Square,Thursday 09:00,50,0003_01_1.03,1.03,Central,7-8 Chambers Street,24,Classroom Style,False,104.17,True
E:7NT9AKWFLL,Spanish 1B (S1) - Oral Tutorial/07,10.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_02_2.39,50 George Square,Tuesday 11:00,50,0113_00_G.12,G.12,Central,"Medical School, Teviot",15,Boardroom Style,False,66.67,False
E:VJ2HTWOGMJ,Foundation English-Chinese Translation (S1) - Tutorial 2,35.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_00_G.06,50 George Square,Wednesday 15:00,110,0254_01_1.04,1.04,Central,24 Buccleuch Place,16,Classroom Style,False,218.75,True
E:Q3P8T9RKD6,Bilingualism and Language Contact in the Spanish-speaking World Seminar,22.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_00_G.02,50 George Square,Thursday 09:00,110,0001_02_2.349,2.349,Central,Old College,16,Boardroom Style,False,137.5,True
E:NMWFGMUMWT-00001,Danish 1 (S1) - Seminar 2,15.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0254_01_1.03,24 Buccleuch Place,Thursday 09:00,50,0226_-1_LG.10,LG.10,Central,Business School,72,Specialist Room,False,20.83,False
E:F1MGVDJJ8Y,Spanish Language 2 (S1) - Written language/08,16.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0254_01_1.08,24 Buccleuch Place,Tuesday 12:00,50,0551_00_G42,G42,Holyrood,Patersons Land,55,Classroom Style,True,29.09,False
E:UD816Q1WEI,Russian Language 2A (S1) - Fast Forward/02,15.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_02_2.54,50 George Square,Friday 09:00,50,0228_01_1.18,1.18,Central,40 George Square,12,Boardroom Style,False,125.0,True
E:PVL19XDM56,Exhibiting Film - Seminar/Cohort C,20.0,Central,2,"17, 19","[17, 19]",0201_02_2.07,Appleton Tower,Tuesday 10:00,120,0564_03_3.23,3.23,Holyrood,St Leonards Land,25,Boardroom Style,True,80.0,False
E:8EW5VWEYBR,Spanish 4Hons: Language Paper 1 - Guided Essay (S1) - Language Tutorial/02,15.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_02_2.03,50 George Square,Thursday 15:00,50,0450_03_3.32,3.32,Central,Edinburgh Futures Institute (EFI),12,Specialist Room,False,125.0,True
E:GLZ8DCA6L8,Scandinavian Studies Language Paper 2 (S1) - Seminar,20.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0228_07_7.18,40 George Square,Monday 14:00,50,0209_02_2.37,2.37,Central,7 George Square,30,Classroom Style,False,66.67,False
E:QVFZUWIDLL,German 1B (S1) - Oral Tutorial/03,12.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_03_3.39,50 George Square,Wednesday 15:00,50,0300_00_NG.02,NG.02,Central,High School Yards Teaching Centre,36,Classroom Style,False,33.33,False
E:WIB4WM3E6Y,"Seoul, Shanghai and Edinburgh: Peoples, cultures, and spaces - Tutorial/01",15.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0254_01_1.08,24 Buccleuch Place,Thursday 10:00,50,0001_01_1.264,1.264,Central,Old College,150,Lecture Theatre,False,10.0,False
E:NTAP6VLFDV,"Foundation Korean Language 1 (S1), Korean Language Beginner 1 - Class 2/02",30.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0335_01_1.3,Lister Learning and Teaching Centre,Friday 14:00,110,0450_02_2.55,2.55,Central,Edinburgh Futures Institute (EFI),68,Specialist Room,False,44.12,False
E:LTGMBNUDKF,"Seoul, Shanghai and Edinburgh: Peoples, cultures, and spaces - Tutorial/05",15.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0254_01_1.03,24 Buccleuch Place,Thursday 15:00,50,0335_02_2.4,2.4,Central,Lister Learning and Teaching Centre,16,Classroom Style,False,93.75,False
E:Q8QP2N83RO,Literary Studies 2A - Tutorial/13,15.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0300_00_NG.04,High School Yards Teaching Centre,Thursday 14:00,50,0283_01_1.20,1.20,Central,Dugald Stewart Building,46,Classroom Style,False,32.61,False
E:8YW6MX3ZAL,Exhibiting Film - Seminar/Cohort B,27.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0251_01_1.02,21 Buccleuch Place,Tuesday 10:00,120,0553_04_422,422,Holyrood,St Johns Land,25,Boardroom Style,True,108.0,True
E:58FNA6FZTM,Foundation Italian Language 1 (S1) - Oral class 1/2B,18.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0227_03_3.54,50 George Square,Tuesday 09:00,50,0228_09_9.01,9.01,Central,40 George Square,16,Classroom Style,False,112.5,True
E:VR9LCZ1ZR8,Oral for Spanish (S1) - Tutorial/05,11.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_02_2.03,50 George Square,Thursday 16:00,50,0113_00_G.09,G.09,Central,"Medical School, Teviot",15,Boardroom Style,False,73.33,False
E:N6YHXVR4G1,Oral for French (S1) - Tutorial/08,12.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0214_00_G.02,16-20 George Square,Wednesday 15:00,50,0564_03_3.15,3.15,Holyrood,St Leonards Land,24,Classroom Style,True,50.0,False
E:8A37YC41WT,Oral for French (S1) - Tutorial/04,12.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_03_3.39,50 George Square,Wednesday 14:00,50,0001_01_1.273,1.273,Central,Old College,22,Boardroom Style,False,54.55,False
E:9NX3MIYPW2-00003,Turkish 1A/1A for PG (S1) - Seminar 4,25.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_00_G.06,50 George Square,Wednesday 12:00,50,0564_03_3.15,3.15,Holyrood,St Leonards Land,24,Classroom Style,True,104.17,True
E:R1HDY6X2FJ,Film and the Other Arts - Seminar,20.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0103_01_1.B04,Forresthill,Wednesday 14:00,110,0251_01_1.01,1.01,Central,21 Buccleuch Place,28,Classroom Style,False,71.43,False
E:J5ACW9ERCU,Literary Studies 1A - Tutorial/31,15.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0228_01_1.01,40 George Square,Thursday 09:00,50,0227_00_G.03,G.03,Central,50 George Square,255,Lecture Theatre,False,5.88,False
E:LB4PNEOWYR,Norwegian 1 (S1) - Oral Tutorial 1/02,13.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_03_3.14,50 George Square,Monday 13:00,50,0229_01_1.B,1.B,Central,40 George Square Lecture Theatres,250,Lecture Theatre,False,5.2,False
E:ZQX7PLMNZD,"French 2 Language (S1) - Written Language (Grammar, translation and Precis)/08",15.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0008_-1_B.153,Minto House,Tuesday 09:00,50,0401_01_AssemblyHall,AssemblyHall,New College,New College,320,Lecture Theatre,True,4.69,False
E:Z3PIAJ5Q9Q,Norwegian Language 2 (S1) - Oral Tutorial 1,20.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0201_02_2.04,Appleton Tower,Thursday 10:00,50,0551_-1_LG49,LG49,Holyrood,Patersons Land,18,Boardroom Style,True,111.11,True
E:IDKBUEL3NF,Foundation French Language 3 (S1) - Class 1,30.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0228_-1_LG.08,40 George Square Lower Teaching Hub,Monday 14:00,110,0228_02_2.18,2.18,Central,40 George Square,12,Boardroom Style,False,250.0,True
E:PVBHIFD8YZ,"Media, Propaganda and the State in Modern China - Seminar",15.0,Central,3,"13, 15, 16","[13, 15, 16]",0227_00_G.02,50 George Square,Monday 14:00,110,0113_00_G.152,G.152,Central,"Medical School, Teviot",200,Lecture Theatre,False,7.5,False
E:88FTLCDUS7,"French 2 Language (S1) - Written Language (Grammar, translation and Precis)/12",15.0,Central,6,"9, 10, 11, 12, 13, 15","[9, 10, 11, 12, 13, 15]",0008_-1_B.154,Minto House,Tuesday 16:00,50,0113_00_G.15,G.15,Central,"Medical School, Teviot",29,Classroom Style,False,51.72,False
E:WRE9AXZ3YK,Literature and Modernity I: Modernist Aesthetics - Seminar/03,15.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0227_02_2.03,50 George Square,Friday 09:00,110,0201_02_2.12,2.12,Central,Appleton Tower,54,Classroom Style,False,27.78,False
E:DM55VIEE49,Enlightenment and Romanticism 1688 - 1815 - Seminar/02,15.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0227_02_2.03,50 George Square,Tuesday 16:00,110,0113_00_G.09,G.09,Central,"Medical School, Teviot",15,Boardroom Style,False,100.0,False
E:1LZA9BQI7U-00033,From Two Person to Three Person to the Group - ILG/2,10.0,Holyrood,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0551_00_G21,Patersons Land,Thursday 18:00,90,0226_-1_LG.19,LG.19,Central,Business School,70,Specialist Room,True,14.29,False
E:ISGRMBJIDJ,Oral for French (S1) - Tutorial/09,12.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_03_3.03,50 George Square,Thursday 10:00,50,0553_04_422,422,Holyrood,St Johns Land,25,Boardroom Style,True,48.0,False
E:JR8VDIWL48,Research Methods and Dissertation Writing on the Muslim World (S1) - Meeting room at Alwaleed Centre (16GS) - Seminar,10.0,Central,5,"9, 11, 13, 16, 17","[9, 11, 13, 16, 17]",0228_11_11.18,40 George Square,Monday 15:00,110,0555_02_2.1,2.1,Holyrood,Thomsons Land,25,Boardroom Style,True,40.0,False
E:VFG297LAAV,German Language Paper 1 (S1) - Seminar/01,14.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_02_2.03,50 George Square,Monday 16:00,50,0208_00_G.8,G.8,Central,1 George Square (Neuroscience),64,Lecture Theatre,False,21.88,False
E:31PLLYCAWV,Chinese 1 (S1) - Oral Tutorial 1/01,14.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0254_01_1.10,24 Buccleuch Place,Wednesday 09:00,50,0208_00_G.8,G.8,Central,1 George Square (Neuroscience),64,Lecture Theatre,False,21.88,False
E:R9PMHCY2KO,Italian 1 (S1) - Writing Lab Support (optional)/02,50.0,Central,5,"12, 13, 15, 18, 19","[12, 13, 15, 18, 19]",0227_00_G.04,50 George Square,Thursday 10:00,50,0251_01_1.01,1.01,Central,21 Buccleuch Place,28,Classroom Style,False,178.57,True
E:K36CZQB9CK,Russian Studies 4 Honours Language Paper 2 (S1) - Seminar,15.0,Central,6,"13, 15, 16, 17, 18, 19","[13, 15, 16, 17, 18, 19]",0228_03_3.01,40 George Square,Monday 11:00,50,0226_01_1.02,1.02,Central,Business School,50,Specialist Room,False,30.0,False
E:DB96WRHKJG,Scandinavian Studies Language Paper 1 (S1) - Swedish Seminar,6.0,Central,7,"12, 13, 15, 16, 17, 18, 19","[12, 13, 15, 16, 17, 18, 19]",0003_01_1.05,7-8 Chambers Street,Monday 11:00,50,0001_01_1.264,1.264,Central,Old College,150,Lecture Theatre,False,4.0,False
E:4XYJGJWSRG,French 1B (S1) - Oral Tutorial/20,12.0,Central,9,"10, 11, 12, 13, 15, 16, 17, 18, 19","[10, 11, 12, 13, 15, 16, 17, 18, 19]",0214_00_G.26,16-20 George Square,Friday 09:00,50,0228_06_6.14,6.14,Central,40 George Square,12,Boardroom Style,False,100.0,False
E:97RU3N7RW9,Arabic 1a - Seminar Group 1/05,25.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_00_G.04,50 George Square,Tuesday 14:00,50,0214_00_G.02,G.02,Central,16-20 George Square,40,Classroom Style,False,62.5,False
E:1HL4JOFRK4,French 2 Language (S1) - Oral Tutorial/07,12.0,Central,9,"10, 11, 12, 13, 15, 16, 17, 18, 19","[10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_02_2.29,50 George Square,Monday 11:00,50,0227_03_3.29,3.29,Central,50 George Square,15,Boardroom Style,False,80.0,False
E:86RECTMNEU,Literary Studies 1A - Tutorial/22,15.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0001_02_2.345,Old College,Thursday 11:00,50,0254_01_1.09,1.09,Central,24 Buccleuch Place,8,Boardroom Style,False,187.5,True
E:1LZA9BQI7U-00006,From Two Person to Three Person to the Group - PPG/1,10.0,Holyrood,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0551_00_G42,Patersons Land,Thursday 16:30,90,0591_-1_B1.11,B1.11,Holyrood,Outreach Centre,150,Classroom Style,False,6.67,False
E:VWNIS1WC3F,Italy by Design - Seminar,22.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0227_00_G.01,50 George Square,Monday 13:00,110,0551_01_1.19,1.19,Holyrood,Patersons Land,40,Classroom Style,True,55.0,False
E:PV4YYS93CO,Chinese Language 4a (S1) - Translation to Chinese Group/01,24.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0228_07_7.18,40 George Square,Tuesday 15:00,50,0113_02_2.27,2.27,Central,"Medical School, Teviot",12,Boardroom Style,False,200.0,True
E:ES12HDUS6H,Spanish 1A (S1) - Grammar & Language 1/04,15.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_03_3.29,50 George Square,Monday 14:00,50,0551_-1_LG45,LG45,Holyrood,Patersons Land,14,Boardroom Style,True,107.14,True
E:4KEIK22XUZ,Modern Middle Eastern History A: Domestic Transformation and International Challenges - Tutorial/09,15.0,Central,9,"10, 11, 12, 13, 15, 16, 17, 18, 19","[10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_02_2.29,50 George Square,Friday 15:00,50,0201_02_2.11,2.11,Central,Appleton Tower,28,Classroom Style,False,53.57,False
E:IYE9GMWYOG,"Acts of Story-Telling: Narrator, Text, Audience - Seminar/02",30.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0214_00_G.02,16-20 George Square,Thursday 15:00,110,0551_-1_LG34,LG34,Holyrood,Patersons Land,120,Lecture Theatre,True,25.0,False
E:9PDEWP6J13,Foundation Spanish Language 4 (S1) - Class 2,30.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0227_00_G.05,50 George Square,Wednesday 16:00,110,0201_00_G.06,G.06,Central,Appleton Tower,193,Lecture Theatre,False,15.54,False
E:9RVIUA9RBO,Spanish 4Hons: Language Paper 1 - Guided Essay (S1) - Language Tutorial/01,16.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_02_2.03,50 George Square,Thursday 17:00,50,0335_02_2.4,2.4,Central,Lister Learning and Teaching Centre,16,Classroom Style,False,100.0,False
E:QZ9K3OWEGC,Modern East Asian History A - Tutorial/01,16.0,Central,9,"10, 11, 12, 13, 15, 16, 17, 18, 19","[10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_02_2.54,50 George Square,Friday 11:00,50,0001_01_1.273,1.273,Central,Old College,22,Boardroom Style,False,72.73,False
E:RJ72QXL9V4,Italian 1 (S1) Language Tutorial 1/02,13.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0228_11_11.11,40 George Square,Monday 11:00,50,0103_01_1.B19,1.B19,Central,Forresthill,20,Boardroom Style,False,65.0,False
E:RJND6L7ZCQ,Scotland and Orality - Lecture,45.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0227_00_G.04,50 George Square,Monday 13:00,50,0335_01_1.2,1.2,Central,Lister Learning and Teaching Centre,44,Classroom Style,False,102.27,True
E:CEH788MIHT,Danish Language 2 (S1) - Seminar,6.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0227_02_2.29,50 George Square,Monday 12:00,50,0227_02_2.13,2.13,Central,50 George Square,10,Boardroom Style,False,60.0,False
E:2HTP8JVVX7,Foundation Chinese Language 1 (S1) - Language Tutorial - Class 1/01,18.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0003_01_1.03,7-8 Chambers Street,Monday 14:00,110,0558_04_4.02,4.02,Holyrood,Charteris Land,24,Classroom Style,True,75.0,False
E:XFQ6GJ3BR9,Japanese Language - Joint Class - Language Project (S1),100.0,Central,9,"10, 11, 12, 13, 15, 16, 17, 18, 19","[10, 11, 12, 13, 15, 16, 17, 18, 19]",0001_00_G.159,Old College,Wednesday 11:00,50,0113_02_2.26,2.26,Central,"Medical School, Teviot",12,Classroom Style,False,833.33,True
E:G4MDIAELL6,Spanish 1B (S1) - Literature and Culture Tutorial/06,18.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0003_00_G.03,7-8 Chambers Street,Friday 10:00,50,0564_03_3.15,3.15,Holyrood,St Leonards Land,24,Classroom Style,True,75.0,False
E:H3PX7L79AE,Foundation Spanish Language 2 (S1) - Class 2/02,30.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0001_01_1.275,Old College,Friday 09:00,110,0003_00_G.01,G.01,Central,7-8 Chambers Street,20,Classroom Style,False,150.0,True
E:7KT7OCNH7M,World Literature - Seminar,20.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0003_00_G.01,7-8 Chambers Street,Thursday 10:00,120,0591_-1_B1.09,B1.09,Holyrood,Outreach Centre,16,Boardroom Style,True,125.0,True
E:IOUZ5FD784,Modern Middle Eastern History A: Domestic Transformation and International Challenges - Tutorial/05,15.0,Central,5,"15, 16, 17, 18, 19","[15, 16, 17, 18, 19]",0201_02_2.05,Appleton Tower,Thursday 17:00,50,0001_02_2.343,2.343,Central,Old College,16,Boardroom Style,False,93.75,False
E:VR3AU169ZE,French 1B (S1) - Language Tutorial/03,15.0,Central,9,"10, 11, 12, 13, 15, 16, 17, 18, 19","[10, 11, 12, 13, 15, 16, 17, 18, 19]",0201_01_1.01,Appleton Tower,Monday 17:00,50,0001_01_1.264,1.264,Central,Old College,150,Lecture Theatre,False,10.0,False
